index,w1,w2,count1,count2,total1,total2,isDuplicate
,800,hp1,498.0,1.0,61497.0,61497.0,0.0
,gippsland,sonoma-napa,2.0,53.0,150930.0,150930.0,0.0
,concordia,boise,561.0,416.0,63279.0,63279.0,0.0
,haight ashbury,golden gate park,5798.0,64.0,198900.0,198900.0,0.0
,local_09,local_01,2.0,57.0,439.0,439.0,0.0
,mt,ct,32.0,64.0,2720.0,2720.0,0.0
4491.0,bellydance-dance-belly-dancing,belly-dance,1.0,8.0,31212.0,31212.0,1.0
,q20other,q22langprofr,1.0,1.0,452.0,452.0,0.0
,tx,new jersey,7386.0,7779.0,403984.0,403984.0,0.0
,accountancy qualified jobs,sales jobs,1836.0,1855.0,50000.0,50000.0,0.0
,country_01,country_03,263.0,44.0,439.0,439.0,0.0
,720,pdx,1333.0,13.0,82958.0,82958.0,0.0
,timor-leste,arab world,1519.0,1519.0,401016.0,401016.0,0.0
,tx,phoenix,80.0,16.0,2720.0,2720.0,0.0
,mining_manufacturing_utilities_isic_c_e,manufacturing_isic_d,9234.0,9191.0,73645.0,73645.0,0.0
,mn,ne,1.0,1.0,52.0,52.0,0.0
,rajkot,dharamsala,10.0,9.0,636.0,636.0,0.0
,thermal_electricity,patent_fuel,5489.0,3235.0,1189482.0,1189482.0,0.0
437.0,ne,ne,580.0,656.0,374362.0,374362.0,1.0
671.0,immigration paralegal,immigration paralegal,1.0,2.0,374362.0,374362.0,1.0
,nuragus,gelber muskateller,10.0,26.0,150930.0,150930.0,0.0
,kazakhstan,canada,281.0,7894.0,515738.0,515738.0,0.0
,panama,saint vincent and the grenadines,708.0,91.0,191325.0,191325.0,0.0
,buff,yellow,4.0,1.0,29421.0,29421.0,0.0
,ct,tx,7353.0,7386.0,403984.0,403984.0,0.0
,ncb,master purchase/price agreement,4439.0,1528.0,346018.0,346018.0,0.0
,copd2_0,can10_2,4350.0,156.0,403984.0,403984.0,0.0
830.0,australian silky terrier cross,australian silky terrier cross,8.0,3.0,82545.0,82545.0,1.0
4065.0,white/blonde,blonde/white,1.0,6.0,82545.0,82545.0,1.0
,central beaverton,mt scott-arleta,8.0,618.0,59853.0,59853.0,0.0
,foster-powell,ardenwald,1077.0,47.0,80256.0,80256.0,0.0
,india/nagaland,libya,6.0,5.0,1518.0,1518.0,0.0
,sunday-afternoon-book-group,seo-social-media-marketing-academy,12.0,12.0,5807.0,5807.0,0.0
,artisan,sme financial inclusion,55.0,32.0,15736.0,15736.0,0.0
,amateur radio,wired,2346.0,203162.0,943111.0,943111.0,0.0
,va,sc,48.0,32.0,2720.0,2720.0,0.0
,powl,ucty,317369.0,181273.0,9971582.0,9971582.0,0.0
,mongolia,liberia,46.0,46.0,9234.0,9234.0,0.0
,prk,tls,1519.0,1519.0,401016.0,401016.0,0.0
,naches heights,alta langa,4.0,3.0,150930.0,150930.0,0.0
,3,30,5.0,18.0,61281.0,61281.0,0.0
,de,la,455.0,1625.0,359836.0,359836.0,0.0
278.0,ga,ga,5848.0,5520.0,374362.0,374362.0,1.0
,costa rica,honduras,120.0,22.0,515738.0,515738.0,0.0
,l09,i10,2.0,14.0,1420.0,1420.0,0.0
,litter,dead animal,1234.0,5404.0,564403.0,564403.0,0.0
,beneficiaries_other,income_interestanddividends,1.0,1.0,280.0,280.0,0.0
,han chinese,bengali,8.0,1.0,10.0,10.0,0.0
,cm,pp,38.0,225.0,24957.0,24957.0,0.0
,"doorkeepers, watchpersons and related workers",sales supervisors in wholesale trade,58.0,9.0,41544.0,41544.0,0.0
,jazz quintet,guitar,2.0,245.0,56194.0,56194.0,0.0
,m06,i15,20.0,5.0,1420.0,1420.0,0.0
,bratislava,athens,1067.0,1938.0,125527.0,125527.0,0.0
259.0,al,al,823.0,1407.0,374362.0,374362.0,1.0
,hkg,arg;bhs,4.0,1.0,2031.0,2031.0,0.0
,other service activities,"agriculture, forestry and fishing",2618.0,2747.0,61626.0,61626.0,0.0
,64,72,1.0,1.0,223379.0,223379.0,0.0
,560,pdx,798.0,2.0,61779.0,61779.0,0.0
,gfca award,best foreign film award,1.0,1.0,331.0,331.0,0.0
,uruguay,libya,7.0,1.0,374362.0,374362.0,0.0
,saudi arabia,nigeria,6.0,9.0,4572.0,4572.0,0.0
,r1z6,r2x4,33.0,33.0,2117.0,2117.0,0.0
,robbery,curfew,1041.0,145.0,59853.0,59853.0,0.0
,urban,county,16.0,3.0,21112.0,21112.0,0.0
,netherlands,gu,1519.0,1519.0,401016.0,401016.0,0.0
,hume city council,cardinia shire council,1214.0,41.0,34857.0,34857.0,0.0
,kazakhstan,aruba,1.0,1.0,269.0,269.0,0.0
,"equals: value added, gross, at basic prices",plus: statistical discrepancy,3390.0,2.0,61626.0,61626.0,0.0
,tempranillo blend,prunelard,588.0,1.0,129971.0,129971.0,0.0
,garnacha-syrah,gamay,20.0,535.0,150930.0,150930.0,0.0
,spe,yam,1.0,1.0,842.0,842.0,0.0
,uruguay,cyprus,109.0,11.0,129971.0,129971.0,0.0
12.0,month,mth,123.0,7.0,374362.0,374362.0,1.0
,d123,t24t25,52.0,2.0,11106.0,11106.0,0.0
,gambling,trespass,1.0,2715.0,61281.0,61281.0,0.0
,al,co,15.0,15.0,626.0,626.0,0.0
,810,hp1,1332.0,1.0,59853.0,59853.0,0.0
,sk,lo,54.0,3.0,85881.0,85881.0,0.0
,ca,district of columbia,240.0,32.0,2720.0,2720.0,0.0
,best screenplay,international theater award,1.0,1.0,331.0,331.0,0.0
,md,new mexico,64.0,32.0,2720.0,2720.0,0.0
,sullivans gulch,north tabor,653.0,478.0,70964.0,70964.0,0.0
,correctional health care services,"state hospitals, department of",32250.0,18968.0,346018.0,346018.0,0.0
4132.0,red/white,red & white,329.0,136.0,82545.0,82545.0,1.0
,interference,number portability (keeping your number if you change providers),30350.0,16312.0,943111.0,943111.0,0.0
,irl;imn,bmu;deu;che;usa,1.0,1.0,2031.0,2031.0,0.0
974.0,collie,coolie,16.0,15.0,82545.0,82545.0,1.0
,az,ca,70.0,703.0,7930.0,7930.0,0.0
,administrative_and_support_service_activities,private_households_with_employed_persons,898.0,774.0,61626.0,61626.0,0.0
,pb1,sd,4.0,2.0,63279.0,63279.0,0.0
,public_administration_and_defence_education_human_health_and_social_work_activities_o_p_q,fishing_and_aquaculture_03,6285.0,5751.0,320551.0,320551.0,0.0
,finance and administration managers,other orchard farmers,44.0,50.0,41544.0,41544.0,0.0
,round of 16,group 4,72.0,55.0,4572.0,4572.0,0.0
,vi,iv,1.0,155.0,439.0,439.0,0.0
,gin,mli,8.0,6.0,2772.0,2772.0,0.0
4289.0,brown/orange,orange & brown,1.0,3.0,82545.0,82545.0,1.0
,kiribati,"yugoslavia, sfr (former)",1514.0,395.0,1189482.0,1189482.0,0.0
,duplex,"other building unit (e.g. cave, boat)",1084.0,2.0,41544.0,41544.0,0.0
,wikistartup,thenailab,112.0,1664.0,24933.0,24933.0,0.0
,belgium,zambia,137.0,2.0,59228.0,59228.0,0.0
,2nd place,3rd place,3226.0,1299.0,225675.0,225675.0,0.0
,kenya,afghanistan,593.0,1.0,15736.0,15736.0,0.0
,nd,oh,1.0,15.0,558.0,558.0,0.0
,bug,fighting,69.0,27.0,800.0,800.0,0.0
,"other supervisors, n. e. c.",brewers and wine and other beverage machine operators,50.0,5.0,41544.0,41544.0,0.0
71.0,in,in,128.0,185.0,374362.0,374362.0,1.0
,xarel-lo,mansois,26.0,6.0,150930.0,150930.0,0.0
,tkm,uzb,1.0,6.0,2772.0,2772.0,0.0
,580,630,1307.0,1213.0,82958.0,82958.0,0.0
,usa,italy,11.0,3.0,73.0,73.0,0.0
,peru,poland,5.0,16.0,4572.0,4572.0,0.0
,dark,rock,21.0,14.0,801.0,801.0,0.0
,republic of moldova,democratic republic of the congo,393.0,225.0,191325.0,191325.0,0.0
,costa rica,senegal,7.0,2.0,4572.0,4572.0,0.0
,frmt,ssan,1.0,1.0,46.0,46.0,0.0
,disposal,died,307.0,680.0,78256.0,78256.0,0.0
3850.0,automotive and parts mfgmanufacturing - other,automotive and parts mfg; manufacturing - other,12.0,1.0,22000.0,22000.0,1.0
,oh,md,871.0,371.0,21112.0,21112.0,0.0
1744.0,swedish krona,swedish krona,475.0,412.0,48269.0,48269.0,1.0
,cars & motorcycles,religion & beliefs,2.0,18.0,602.0,602.0,0.0
,01/04/2011,16/04/2010,45.0,45.0,8190.0,8190.0,0.0
228.0,pr,puerto rico,62.0,37.0,374362.0,374362.0,1.0
,uo,e_d319,100.0,52.0,11106.0,11106.0,0.0
,prep,repositioning,81.0,259.0,1521.0,1521.0,0.0
,new caledonia,heavily indebted poor countries (hipc),1.0,1.0,269.0,269.0,0.0
,"wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants",manufacturing,10822.0,10458.0,225363.0,225363.0,0.0
,arson,kidnap,215.0,19.0,63279.0,63279.0,0.0
,health,entertainment,9223.0,830.0,671205.0,671205.0,0.0
4540.0,european culture,european languages & culture,19.0,2.0,31212.0,31212.0,1.0
,711,w20,1496.0,2.0,61779.0,61779.0,0.0
,nm,fo,1.0,17.0,24957.0,24957.0,0.0
,contracts with local governments,elevator maintenance,1562.0,83.0,346018.0,346018.0,0.0
,tt,kw,209.0,16.0,2483304.0,2483304.0,0.0
1767.0,pakistan rupee,pakistan rupee,286.0,333.0,48269.0,48269.0,1.0
,new mexico,north dakota,32.0,32.0,2720.0,2720.0,0.0
,us,id,9468.0,26.0,11106.0,11106.0,0.0
,luxembourg,guatemala,2.0,96.0,374362.0,374362.0,0.0
,old3_1,copd4_0,1740.0,4350.0,403984.0,403984.0,0.0
,iran,japan,1.0,10.0,4572.0,4572.0,0.0
,agriculture_hunting_forestry_fishing_isic_a_b,total_value_added,9142.0,9234.0,73646.0,73646.0,0.0
1671.0,litas,litas,286.0,396.0,100048.0,100048.0,1.0
,641,w21,879.0,2.0,59853.0,59853.0,0.0
4357.0,auditorium hall,auditorium theatre,1.0,3.0,21607.0,21607.0,1.0
,lesotho,dominican republic,1.0,1.0,269.0,269.0,0.0
,cdc children's food environment state indicator report,death certificate,108.0,1248.0,403984.0,403984.0,0.0
,gresham - wilkes east,hillsdale,57.0,286.0,61779.0,61779.0,0.0
679.0,in house counsel for employer,in house counsel,1.0,10.0,374362.0,374362.0,1.0
,interintra,inter,206.0,63.0,1518.0,1518.0,0.0
,mauritius,algeria,465.0,40.0,48269.0,48269.0,0.0
,cameroon,spain,34.0,285.0,374362.0,374362.0,0.0
,"15,16",27,11.0,14.0,100048.0,100048.0,0.0
,q25langpython,q12jobcritcompmission,3.0,1.0,452.0,452.0,0.0
,apache/2.4.6 (red hat enterprise linux) openssl/1.0.1e-fips mod_fcgid/2.3.9 communique/4.2.0,apache/2.4.23 (unix) openssl/0.9.8e-fips-rhel5 mod_bwlimited/1.4,1.0,1.0,1781.0,1781.0,0.0
,"6,4","7,1",4.0,1.0,258.0,258.0,0.0
,cardiovascular disease,tobacco,62678.0,24568.0,403984.0,403984.0,0.0
1450.0,violence against civilians,violence against civilians,45021.0,21.0,165808.0,165808.0,1.0
,equals_gross_domestic_product,public_administration_and_defence_compulsory_social_security,13580.0,9937.0,223379.0,223379.0,0.0
168.0,hi,hi,123.0,87.0,374362.0,374362.0,1.0
,tanzania,pakistan,42.0,227.0,15736.0,15736.0,0.0
,district of columbia,wi,31.0,463.0,21112.0,21112.0,0.0
,trespass,sex offenses,2805.0,479.0,61497.0,61497.0,0.0
,de,ut,13.0,107.0,10621.0,10621.0,0.0
,sabin,arbor lodge,246.0,819.0,59853.0,59853.0,0.0
,ma,wa,372.0,439.0,21112.0,21112.0,0.0
,npishs_final_consumption_expenditure,general_government_final_consumption_expenditure,8206.0,14858.0,191325.0,191325.0,0.0
,mt,va,24.0,24.0,1224.0,1224.0,0.0
,recycling - paper,mixed litter,32162.0,1292.0,564403.0,564403.0,0.0
,at factor cost.,refers to ownership of premises.,12.0,1.0,68023.0,68023.0,0.0
,mongolia,chile,964.0,10.0,671205.0,671205.0,0.0
,east asia and pacific,liberia,86.0,1094.0,151623.0,151623.0,0.0
,curfew,kidnap,211.0,32.0,70964.0,70964.0,0.0
,aggravated assault,trespass,1776.0,2785.0,59853.0,59853.0,0.0
4380.0,memorial hall,memorial auditorium,18.0,7.0,21607.0,21607.0,1.0
,g,e,154752.0,16352.0,324403.0,324403.0,0.0
,annie awards,"north texas film critics association, us",1.0,1.0,331.0,331.0,0.0
,brazil,saudi arabia,46.0,46.0,9234.0,9234.0,0.0
,ireland,guinea-bissau,414.0,400.0,81106.0,81106.0,0.0
,chad,guyana,46.0,46.0,9237.0,9237.0,0.0
,other operational services,"equipment, agricultural",975.0,1141.0,151623.0,151623.0,0.0
,cs,cp,18.0,3.0,24957.0,24957.0,0.0
,plan covers teachers,plan covers state employees,656.0,176.0,2720.0,2720.0,0.0
,m04,o06,19.0,15.0,1420.0,1420.0,0.0
,guitar,jazz quintet,245.0,2.0,56194.0,56194.0,0.0
,cortese,petroulianos,82.0,5.0,150930.0,150930.0,0.0
,beaverton - west slope,cully,4.0,1315.0,59853.0,59853.0,0.0
,q19taltoolotherprobsolv,q12jobcritinterestproblems,1.0,1.0,452.0,452.0,0.0
,"egypt, arab republic of",tuvalu,1087.0,59.0,151623.0,151623.0,0.0
813.0,anatolian shepherd,anotolian shepherd,1.0,2.0,82545.0,82545.0,1.0
,barcelona,austin,2.0,1.0,73.0,73.0,0.0
,"crop and animal production, hunting and related service activities",private households with employed persons,830.0,780.0,68023.0,68023.0,0.0
4003.0,orange/black,black/orange,1.0,1.0,82545.0,82545.0,1.0
810.0,anatolian shepherd dog,anatolian shephard dog,2.0,1.0,82545.0,82545.0,1.0
,group g,third place,30.0,2.0,4572.0,4572.0,0.0
,ok,ca,358.0,1699.0,21112.0,21112.0,0.0
,worked without pay in own family-operated farm or business,worked for government/government corporation,285.0,2820.0,41544.0,41544.0,0.0
,nashville-davidson,md,16.0,32.0,2720.0,2720.0,0.0
1489.0,leone,leone,189.0,465.0,227092.0,227092.0,1.0
,côtes de provence,prosecco di valdobbiadene superiore,859.0,3.0,129971.0,129971.0,0.0
,dutch grand prix,hungarian grand prix,30.0,33.0,997.0,997.0,0.0
,state of palestine,poland,368.0,368.0,73646.0,73646.0,0.0
,missense_variant,frameshift_variant&start_lost&start_retained_variant,31444.0,1.0,65188.0,65188.0,0.0
,"american cinema editors, usa","national board of review, usa",2.0,2.0,331.0,331.0,0.0
,cuttack,indore,7.0,5.0,636.0,636.0,0.0
,pakistan,brunei darussalam,46.0,46.0,9237.0,9237.0,0.0
,new jersey,fl,48.0,48.0,2720.0,2720.0,0.0
,burglary,fraud,3713.0,1930.0,59853.0,59853.0,0.0
,gibraltar,turkey;united states,1.0,1.0,2031.0,2031.0,0.0
,panama,angola,293.0,425.0,151623.0,151623.0,0.0
,korea dpr,haiti,3.0,1.0,4572.0,4572.0,0.0
,north carolina,hi,1.0,1.0,52.0,52.0,0.0
,so,tx,78.0,26.0,11106.0,11106.0,0.0
,712,t24,841.0,1.0,61497.0,61497.0,0.0
,tokc,bcn,79.0,1389.0,610676.0,610676.0,0.0
,pier 2,lease off,1.0,2.0,198900.0,198900.0,0.0
,hi,dc,7688.0,7352.0,403984.0,403984.0,0.0
4543.0,trading education,trader education,1.0,3.0,31212.0,31212.0,1.0
,"greenhouse, nursery, and floriculture production",industrial machinery and equipment merchant wholesalers,7.0,11.0,374362.0,374362.0,0.0
,lynx,brown,5.0,359.0,29421.0,29421.0,0.0
,z13b,y09,1.0,33.0,2150.0,2150.0,0.0
,conventional,fsa/rhs-guaranteed,332433.0,4464.0,466566.0,466566.0,0.0
,fraud,sex offenses,2920.0,593.0,80256.0,80256.0,0.0
,rural call completion,unwanted calls,294.0,152739.0,943111.0,943111.0,0.0
,republic of korea,french polynesia,46.0,46.0,9234.0,9234.0,0.0
,layer 1 up,starting,172.0,1.0,1055.0,1055.0,0.0
,civc,wdub,310566.0,155497.0,9971582.0,9971582.0,0.0
,number portability (keeping your number if you change providers),interference,16312.0,30350.0,943111.0,943111.0,0.0
,"professional, scientific, technical, administrative and support service activities","public administration and defence, education, human health and social work activities",2457.0,2526.0,61626.0,61626.0,0.0
4228.0,orange/white,orange & white,14.0,8.0,82545.0,82545.0,1.0
,dry cleaners,residential hotel,63.0,1020.0,198900.0,198900.0,0.0
,mn,west virginia,194.0,63.0,10621.0,10621.0,0.0
,united kingdom,"germany, federal republic of",924.0,253.0,48269.0,48269.0,0.0
,norway,yemen: former democratic yemen,46.0,21.0,9237.0,9237.0,0.0
,"10,57",83,1.0,94.0,595971.0,595971.0,0.0
,et,al,1250.0,1352.0,151623.0,151623.0,0.0
,missense_variant&splice_region_variant,stop_gained&splice_region_variant,964.0,70.0,65188.0,65188.0,0.0
4438.0,centre-ouest,centre-ouest,1.0,1.0,2772.0,2772.0,1.0
,902,720,1315.0,1037.0,70964.0,70964.0,0.0
,north dakota,la,32.0,96.0,2720.0,2720.0,0.0
,gross capital formation,final consumption expenditure,9188.0,9234.0,80583.0,80583.0,0.0
,ky,co,492.0,945.0,48722.0,48722.0,0.0
,water_supply_sewerage_waste_management_and_remediation_activities_e,human_health_and_social_work_activities_q,10664.0,11528.0,320551.0,320551.0,0.0
,thursday,sunday,3618.0,4468.0,29421.0,29421.0,0.0
,rus,ken,1.0,1.0,2031.0,2031.0,0.0
,ro,do,1134.0,584.0,151623.0,151623.0,0.0
,ownocc,padm,5.0,3.0,11106.0,11106.0,0.0
,minneapolis,new york,16.0,48.0,2720.0,2720.0,0.0
,841,651,368.0,1155.0,70964.0,70964.0,0.0
,bahrain,france,368.0,368.0,73646.0,73646.0,0.0
,layer 2 up,layer 1 down,229.0,161.0,1296.0,1296.0,0.0
,id,oh,1.0,1.0,52.0,52.0,0.0
,bmu;phl,bmu;vgb;hkg,6.0,1.0,24957.0,24957.0,0.0
,united kingdom,ga,4650.0,69.0,374362.0,374362.0,0.0
,aguascalientes uberx,guadalajara uberxl,247.0,127.0,90287.0,90287.0,0.0
,431,245,1.0,5.0,198900.0,198900.0,0.0
,mbe sb sdvosb,ca-mb ca-sb mbe mosb sb wosb,1.0,1.0,346018.0,346018.0,0.0
,971,364,1619.0,1.0,59853.0,59853.0,0.0
,peru,costa rica,10.0,10.0,4572.0,4572.0,0.0
,or,mo,125.0,213.0,10621.0,10621.0,0.0
4309.0,"installation, maintenance, and repair workers, all other*","installation, maintenance, and repair workers, all other",1.0,4.0,374362.0,374362.0,1.0
,204,690,1.0,1912.0,80256.0,80256.0,0.0
,switzerland,england,7.0,74.0,129971.0,129971.0,0.0
,hi,north carolina,1.0,1.0,52.0,52.0,0.0
,"china, hong kong sar",bermuda,368.0,368.0,72485.0,72485.0,0.0
3652.0,re,re,15.0,13.0,34857.0,34857.0,1.0
,rhode island,district of columbia,1.0,1.0,52.0,52.0,0.0
,bafta awards,bafta/la britannia awards,14.0,1.0,331.0,331.0,0.0
,ia,nm,15.0,15.0,626.0,626.0,0.0
,health care,other economic sector,6825.0,15798.0,374362.0,374362.0,0.0
,9,"11,5",1.0,1.0,258.0,258.0,0.0
,"integrated household survey (ihs), 2011/12","integrated household survey (ihs), 2004",2.0,1.0,263.0,263.0,0.0
,fis,ste,1.0,1.0,842.0,842.0,0.0
,ghana,qatar,368.0,368.0,72485.0,72485.0,0.0
,shay,frmt,55181.0,77602.0,3313625.0,3313625.0,0.0
,ghana,dominican republic,300.0,462.0,61626.0,61626.0,0.0
,less_imports_of_goods_and_services,individual_consumption_expenditure,14747.0,5744.0,191325.0,191325.0,0.0
522.0,"associate - fragomen, del rey, bernsen & loewy llp","associate -fragomen, del rey, bernsen & loewy, llp",52.0,13.0,374362.0,374362.0,1.0
3598.0,slv,slv,2719.0,14.0,463231.0,463231.0,1.0
,md,oh,371.0,871.0,21112.0,21112.0,0.0
,20f,16d,2285.0,212.0,399918.0,399918.0,0.0
,governance services,institution building,212.0,4095.0,151623.0,151623.0,0.0
,puebla uberblack,guadalajara uberblack,3.0,35.0,90287.0,90287.0,0.0
,information_and_communication_j,real_estate_activities_l,14098.0,13701.0,320551.0,320551.0,0.0
,burglary,"assault, simple",7255.0,4952.0,82958.0,82958.0,0.0
1593.0,sefton park,sefton park,10.0,114.0,82545.0,82545.0,1.0
,northwest hts,portsmouth,25.0,856.0,82958.0,82958.0,0.0
,ethiopia,armenia,26.0,26.0,9234.0,9234.0,0.0
,russian federation,sweden,200.0,200.0,8406.0,8406.0,0.0
,changes in inventories,household consumption expenditure (including non-profit institutions serving households),6894.0,9043.0,79422.0,79422.0,0.0
,transportation and storage,"professional, scientific, technical, administrative and support service activities",1370.0,2802.0,68023.0,68023.0,0.0
,s burlingame,arnold creek,41.0,34.0,61497.0,61497.0,0.0
,boroondara city council,mitchell shire council,3675.0,20.0,34857.0,34857.0,0.0
,tex-mex,sandwiches/salads/mixed buffet,2420.0,2990.0,399918.0,399918.0,0.0
,lac,nam,1.0,1.0,269.0,269.0,0.0
4133.0,red & white,red/white,136.0,329.0,82545.0,82545.0,1.0
,mauritius,united states,46.0,46.0,9237.0,9237.0,0.0
,"10,52,53","10,28",11.0,8.0,225363.0,225363.0,0.0
,"8,9","9,29,60",17.0,19.0,225363.0,225363.0,0.0
,district of columbia,ct,1.0,106.0,7930.0,7930.0,0.0
,lux,kaz,127.0,141.0,21477.0,21477.0,0.0
,chicago heights,new york,1.0,1.0,13.0,13.0,0.0
,asian,white,7.0,204.0,466566.0,466566.0,0.0
,and,can,1.0,1.0,269.0,269.0,0.0
,pa,nc,69764.0,49255.0,619129.0,619129.0,0.0
,iran (islamic rep. of),dominican republic,6829.0,4269.0,1189482.0,1189482.0,0.0
4426.0,lyric theatre,lyric theater,935.0,6.0,806179.0,806179.0,1.0
,vir,brn,1.0,1.0,269.0,269.0,0.0
,barbados,former czechoslovakia,46.0,21.0,9234.0,9234.0,0.0
,sb,ca-mb ca-sb ca-sbe dbe mbe mosb sb sbasdb wbe wosb,610.0,22.0,346018.0,346018.0,0.0
,al,hy,83.0,240.0,198900.0,198900.0,0.0
,mining_and_quarrying,equals_value_added_gross_at_basic_prices,1208.0,4418.0,68023.0,68023.0,0.0
,cook islands,bulgaria,74.0,5547.0,884244.0,884244.0,0.0
,4,philippines,16.0,485.0,100048.0,100048.0,0.0
,00715-0242,00733-0461,1.0,1.0,1351.0,1351.0,0.0
3967.0,"charlotte, nc 28202","charlotte, nc",1.0,1.0,22000.0,22000.0,1.0
,weapons,robbery,347.0,970.0,63279.0,63279.0,0.0
,iceland,united republic of tanzania: mainland,368.0,368.0,73646.0,73646.0,0.0
,bmu;can;gbr,cym;kna,2.0,5.0,24957.0,24957.0,0.0
,breede river valley,jidvei,1.0,3.0,129971.0,129971.0,0.0
,central and eastern europe,southeastern asia,29.0,9.0,157.0,157.0,0.0
,"1,5","22,33",3.0,2.0,225363.0,225363.0,0.0
,hbi,treatment,75.0,278001.0,2483304.0,2483304.0,0.0
,31/08/2012,14/05/2010,45.0,45.0,8190.0,8190.0,0.0
,chile,cayman islands,551.0,1816.0,320551.0,320551.0,0.0
,d304,rvearn,52.0,1.0,11106.0,11106.0,0.0
,chile,marshall islands,414.0,389.0,80583.0,80583.0,0.0
,mco,cyp,3.0,1.0,2031.0,2031.0,0.0
,rd,hl,389.0,1.0,198900.0,198900.0,0.0
,new jersey,wa,13708.0,7231.0,359836.0,359836.0,0.0
,other_depository_corporations_deposit_money_banks_domestic_credit,central_government_cash_payments,33865.0,8669.0,884244.0,884244.0,0.0
,environmental services,commercial and military and private vehicles and their accessories and components,1449.0,10965.0,346018.0,346018.0,0.0
,local_09,local_02,2.0,24.0,425.0,425.0,0.0
,asm,per,1519.0,1519.0,401016.0,401016.0,0.0
,aeds,sedd; sid,107.0,1866.0,403984.0,403984.0,0.0
,farming and fishing and forestry and wildlife contracting services,material handling and conditioning and storage machinery and their accessories and supplies,2082.0,5844.0,346018.0,346018.0,0.0
,phil,sbrn,66259.0,58741.0,3313625.0,3313625.0,0.0
,estonia,iceland,757.0,933.0,515738.0,515738.0,0.0
3910.0,"milpitas, ca 95035","milpitas, ca 95134",2.0,1.0,22000.0,22000.0,1.0
,haiti,korea dpr,1.0,3.0,4572.0,4572.0,0.0
,subvention and local assistance,memberships,7048.0,227.0,346018.0,346018.0,0.0
,bahamas,albania,404.0,409.0,81106.0,81106.0,0.0
,madagascar,jamaica,46.0,46.0,9234.0,9234.0,0.0
,guy,vut,3.0,1.0,59228.0,59228.0,0.0
,rvearn,d304,1.0,52.0,11106.0,11106.0,0.0
,svk,sdn,130.0,104.0,21477.0,21477.0,0.0
,highland,powelhst-gilbrt,1.0,2575.0,59853.0,59853.0,0.0
,00841-1944,96931-8319,1.0,1.0,1973.0,1973.0,0.0
,consumer discretionary,health care,85.0,59.0,505.0,505.0,0.0
553.0,attorney and counselor at law,attorney & counselor at law,26.0,30.0,374362.0,374362.0,1.0
3921.0,accounting and auditing services business services - other financial services,accounting and auditing servicesbusiness services - otherfinancial services,1.0,2.0,22000.0,22000.0,1.0
