,w1,w2,ground_truth,prediction
2411,other_depository_corporations_deposit_money_banks_reserves,balance_of_payments_imports,0.0,0.0
2412,retailadvertising and pr servicesbusiness services - other,retail advertising and pr services business services - other,1.0,1.0
2413,bldg 3,d,0.0,0.0
2414,centennial,madison south,0.0,0.0
2415,interagency agreement,emergency acquisition for the protection of the public,0.0,0.0
2416,630,530,0.0,0.0
2417,level dollar,level dollar open,0.0,1.0
2418,samoa,denmark,0.0,0.0
2419,afg,mrt,0.0,0.0
2420,botswana,bermuda,0.0,0.0
2421,illinois,il,1.0,1.0
2422,science-and-technology,science-technology,1.0,1.0
2423,sweden,germany,0.0,0.0
2424,y11a,w07,0.0,0.0
2425,821,40,0.0,0.0
2426,mn,minnesota,1.0,0.0
2427,performing arts center,performing arts center (tulsa),1.0,1.0
2428,dog (restricted breed),dog (kept for working stock,0.0,0.0
2429,south coast,sonoma,0.0,0.0
2430,16/11/2012,18/01/2013,0.0,0.0
2431,ireland,yemen,0.0,0.0
2432,markham,boise,0.0,0.0
2433,automotive and parts mfg;automotive sales and repair services,automotive and parts mfg automotive sales and repair services,1.0,1.0
2434,less_compensation_of_employees_to_the_rest_of_the_world,less_final_consumption_expenditure_actual_final_consumption,0.0,0.0
2435,tr,rw,0.0,0.0
2436,bhs,hnd,0.0,0.0
2437,354,810,0.0,0.0
2438,z03,w12,0.0,0.0
2439,ia,mi,0.0,0.0
2440,ssp,lbp,0.0,0.0
2441,western calendar year,fiscal year beginning 1 april,0.0,0.0
2442,24,"30,31",0.0,0.0
2443,b-systematic,b-identifier,0.0,0.0
2444,gresham - northeast gresh,arlington hghts,0.0,0.0
2445,bike lane sweeping,special project br,0.0,0.0
2446,resin and rosin and rubber and foam and film and elastomeric materials,service industry machinery and equipment and supplies,0.0,0.0
2447,brazilian,indonesian,0.0,0.0
2448,ouguiyas,ouguiya,1.0,1.0
2449,sierra leone,palau,0.0,0.0
2450,chad,bangladesh,0.0,0.0
2451,art classes,art,1.0,1.0
2452,oman,aruba,0.0,0.0
2453,general inv. expense,other benefits,0.0,0.0
2454,"china, macao special administrative region",greece,0.0,0.0
2455,aggravated assault,rape,0.0,0.0
2456,glen,oakl,0.0,0.0
2457,"healthcare practitioners and technical workers, all other","healthcare practitioners and technical workers, all other*",1.0,1.0
2458,qatar,46,0.0,0.0
2459,in,ut,0.0,0.0
2460,management consulting services business services - other other/not classified,management consulting servicesbusiness services - otherother/not classified,1.0,1.0
2461,so,hl,0.0,0.0
2462,conventional_crude_oil,fuelwood,0.0,0.0
2463,"arts, entertainment and recreation (r)",forestry and logging (02),0.0,0.0
2464,aud,usd,0.0,0.0
2465,fair and reasonable,crp,0.0,0.0
2466,bulgaria,south africa,0.0,0.0
2467,"priority survey (ps), 2011/12","integrated household survey (ihs), 2009/10",0.0,0.0
2468,mdg,yem,0.0,0.0
2469,lbn,can,0.0,0.0
2470,guyana,"azerbaijan, rep. of",0.0,0.0
2471,guam,virginia,0.0,0.0
2472,thailand,south africa,0.0,0.0
2473,protective services workers n. e. c.,upholsterers and related workers,0.0,0.0
2474,"associate, attorney at law","associate, attorney at law",1.0,1.0
2475,burundi,senegal,0.0,0.0
2476,ashb,ftvl,0.0,0.0
2477,health,food,0.0,0.0
2478,north dakota,alabama,0.0,0.0
2479,white/caramel,caramel/white,1.0,1.0
2480,singapore,switzerland,0.0,0.0
2481,town hall,tonhalle,1.0,1.0
2482,category 1,cat - aged over 10 years,0.0,0.0
2483,latvia,brunei darussalam,0.0,0.0
2484,sb,sv,0.0,0.0
2485,frnt right,u-ph3,0.0,0.0
2486,40,810,0.0,0.0
2487,cameroon,bahamas,0.0,0.0
2488,homestead,irvington,0.0,0.0
2489,manager,manager,1.0,1.0
2490,vicprop,vicprop,1.0,1.0
2491,ross-shire,ross-shire,1.0,1.0
2492,out of service,low,0.0,0.0
2493,education and training services,distribution and conditioning systems and equipment and components,0.0,0.0
2494,chemicals including bio chemicals and gas materials,live plant and animal material and accessories and supplies,0.0,0.0
2495,miscellaneous_goods_and_services,restaurants_and_hotels,0.0,0.0
2496,ca-mb ca-sb sb,ca-mb ca-sb ca-sbe cdvbe mbe mosb sb sbasdb sdvosb,0.0,0.0
2497,latvia,comoros,0.0,0.0
2498,namibia,brazil,0.0,0.0
2499,energy,educational services,0.0,0.0
2500,"1,4",49,0.0,0.0
2501,00637-1119,00915-2330,0.0,0.0
2502,quito uberx,puebla uberblack,0.0,0.0
2503,kenya,brazil,0.0,0.0
2504,papua new guinea,sweden,0.0,0.0
2505,social_protection,recreation_and_culture,0.0,0.0
2506,month,mth,1.0,0.0
2507,duii,prostitution,0.0,0.0
2508,pl,ki,0.0,0.0
2509,fin,ken,0.0,0.0
2510,iraq,luxembourg,0.0,0.0
2511,alg,liu,0.0,0.0
2512,cf,co,0.0,0.0
2513,agriculture_hunting_forestry_fishing,plus_taxes_on_products,0.0,0.0
2514,ma,massachusetts,1.0,1.0
2515,colorado,idaho,0.0,0.0
2516,american bull dog,american bulldog,1.0,1.0
2517,lb,ig,0.0,0.0
2518,health studios & gym,amusement center,0.0,0.0
2519,university park,mill park,0.0,0.0
2520,kansas,rhode island,0.0,0.0
2521,austria,england,0.0,0.0
2522,npaw15_0,ovc6_1,0.0,0.0
2523,serviceretage_avg,source_fundingandmethods,0.0,0.0
2524,south dakota,connecticut,0.0,0.0
2525,heating equipment (except warm air furnaces) manufacturing,manufacturing and reproducing magnetic and optical media,0.0,0.0
2526,blue/grey,blue & grey,1.0,1.0
2527,connecticut,new york,0.0,0.0
2528,6,"19,20",0.0,0.0
2529,machinery rental,personal products sales,0.0,0.0
2530,b-formula,i-identifier,0.0,0.0
2531,industrial pattern manufacturing,services for the elderly and persons with disabilities,0.0,0.0
2532,chad,djibouti/eritrea,0.0,0.0
2533,religion & beliefs,writing,0.0,0.0
2534,cr,se,0.0,0.0
2535,toys,djembe,0.0,0.0
2536,retail management consulting services business services - other,retailmanagement consulting servicesbusiness services - other,1.0,1.0
2537,860,882,0.0,0.0
2538,west bank and gaza,new caledonia,0.0,0.0
2539,sbrn,oakl,0.0,0.0
2540,manufacturing - otherfood and beverage production,manufacturing - other;food and beverage production,1.0,1.0
2541,in house counsel,in house counsel for employer,1.0,1.0
2542,bug,flying,0.0,0.0
2543,roussanne-viognier,petite sirah,0.0,0.0
2544,mi,sc,0.0,0.0
2545,r1w8,r1x5,0.0,0.0
2546,860,871,0.0,0.0
2547,cross-regional,europe and eurasia,0.0,0.0
2548,abu dhabi,cuttack,0.0,0.0
2549,cuba,colombia,0.0,0.0
2550,buff,seal,0.0,0.0
2551,finland,venezuela (bolivarian republic of),0.0,0.0
2552,border collie cross,border collie cross,1.0,1.0
2553,industrial cleaning services,editorial and design and graphic and fine art services,0.0,0.0
2554,web,kub,0.0,0.0
2555,g,e,0.0,0.0
2556,fiscal year ending 30 september,fiscal year beginning 1 july,0.0,0.0
2557,madison south,centennial,0.0,0.0
2558,bmu;deu;che;usa,can,0.0,0.0
2559,equals_household_final_consumption_expenditure,communication,0.0,0.0
2560,machala,la plata,0.0,0.0
2561,south dakota,sd,1.0,0.0
2562,wv,vt,0.0,0.0
2563,san paolo,el molinon,0.0,0.0
2564,aze,aze,1.0,1.0
2565,performing arts center (tulsa),performing arts center,1.0,1.0
2566,dekalb county,chelan county,0.0,0.0
2567,syrian arab republic,ecuador,0.0,0.0
2568,former netherlands antilles,viet nam,0.0,0.0
2569,benin,papua new guinea,0.0,0.0
2570,qat,ind,0.0,0.0
2571,cs,et,0.0,0.0
2572,apache/2.2.22 (debian),openresty/1.11.2.2,0.0,0.0
2573,larceny,aggravated assault,0.0,0.0
2574,resub,preoth,0.0,0.0
2575,30,4,0.0,0.0
2576,blue & brown,blue/brown,1.0,1.0
2577,funded ratio,international income,0.0,0.0
2578,hnd,hnd,1.0,1.0
2579,united republic of tanzania: mainland,poland,0.0,0.0
2580,new mexico,iowa,0.0,0.0
2581,"includes professional, scientific and technical activities (m), and administrative and support service activities (n) of isic rev. 4 industry classification.","excludes education, human health and social work activities",0.0,0.0
2582,mxn,sgd,0.0,0.0
2583,southwest hills,arbor lodge,0.0,0.0
2584,cyprus,andorra,0.0,0.0
2585,nm,new mexico,1.0,0.0
2586,afghanistan,philippines,0.0,0.0
2587,nok,hkd,0.0,0.0
2588,food,health,0.0,0.0
2589,"1,14","11,15",0.0,0.0
2590,liberia,kenya,0.0,0.0
2591,embezzlement,runaway,0.0,0.0
2592,battle-no change of territory,battle-no change of territory,1.0,1.0
2593,is,be,0.0,0.0
2594,i-formula,i-family,0.0,0.0
2595,npl,nzl,0.0,0.0
2596,550,hp4,0.0,0.0
2597,lithuania,lebanon,0.0,0.0
2598,00631-0004,00902-1227,0.0,0.0
2599,"basking ridge, nj","basking ridge, nj 07920",1.0,1.0
2600,orh4_1,dia2_2,0.0,0.0
2601,tot4qe,oth,0.0,0.0
2602,manx/domestic longhair,scottish fold,0.0,0.0
2603,05d,16c,0.0,0.0
2604,fawn/white,white/fawn,1.0,1.0
2605,gross domestic product (gdp),gross fixed capital formation (including acquisitions less disposals of valuables),0.0,0.0
2606,office of state printing (osp),sb/dvbe option,0.0,0.0
2607,blenheim,blenheim,1.0,1.0
2608,attorney representative,attorney/representative,1.0,1.0
2609,home,homes,1.0,1.0
2610,mauritania,sudan,0.0,0.0
2611,gresham - downtown,linnton,0.0,0.0
2612,final consumption expenditure,changes in inventories,0.0,0.0
2613,annual membership,membership: pay once  one-year commitment,0.0,0.0
2614,croatia,slovakia,0.0,0.0
2615,az,arizona,1.0,0.0
2616,beaverton - five oaks,woodstock,0.0,0.0
2617,00902-3697,00638-1323,0.0,0.0
2618,zmb,civ,0.0,0.0
2619,convention hall,convention hall ballroom,1.0,1.0
2620,landwein rhein,lakonia,0.0,0.0
2621,immigration paralegal,immigration paralegal,1.0,1.0
2622,suriname,serbia,0.0,0.0
2623,singapore,democratic republic of the congo,0.0,0.0
2624,bih,pan,0.0,0.0
2625,salta,valparaiso uberx,0.0,0.0
2626,ci,8s,0.0,0.0
2627,larceny,disorderly conduct,0.0,0.0
2628,17,"6,28",0.0,0.0
2629,a1050000005zfps,a10500000081mw8,0.0,0.0
2630,arson,trespass,0.0,0.0
2631,e_104,e_tcl,0.0,0.0
2632,out of cycle brush,sweeper dumpsites,0.0,0.0
2633,sd,bg,0.0,0.0
2634,burglary,vandalism,0.0,0.0
2635,ny,new york,1.0,0.0
2636,papua new guinea/(bougainville),rwanda,0.0,0.0
2637,r4x1,z16,0.0,0.0
2638,951,hp3,0.0,0.0
2639,king,woodstock,0.0,0.0
2640,yard trimmings,street cleaning-downtown,0.0,0.0
2641,wisconsin,new mexico,0.0,0.0
2642,collie,coolie,1.0,1.0
2643,virginia,idaho,0.0,0.0
2644,col,zwe,0.0,0.0
2645,lyric theater,lyric theatre,1.0,1.0
2646,los angeles city,new jersey,0.0,0.0
2647,ecu,ecu,1.0,1.0
2648,westchester county,beaver county,0.0,0.0
2649,16,kyrgyzstan,0.0,0.0
2650,glen,24th,0.0,0.0
2651,papua new guinea,kyrgyzstan,0.0,0.0
2652,general_government_final_consumption_expenditure,gross_fixed_capital_formation,0.0,0.0
2653,welsh corgi  x (cardigan),welsh corgi (cardigan) x,1.0,1.0
2654,layer 2 up,layer 3 up,0.0,1.0
2655,khm,pse,0.0,0.0
2656,philadelphia,st. louis,0.0,0.0
2657,actcostmethcode_gasb,investmentreturn_7yr,0.0,0.0
2658,emergency information on tv,interference,0.0,0.0
2659,member,member,1.0,1.0
2660,alabama,al,1.0,1.0
2661,s08,k05,0.0,0.0
2662,cote d ivoire,turkmenistan,0.0,0.0
2663,ltu,swz,0.0,0.0
2664,noe valley,north beach,0.0,0.0
2665,"wholesale, retail trade, restaurants and hotels (isic g-h)",total value added,0.0,0.0
2666,forgery,burglary,0.0,0.0
2667,"attorney, law offce of serafina sands","attorney, law office of serafina sands",1.0,1.0
2668,z15,z14b,0.0,0.0
2669,d14,n06,0.0,0.0
2670,chicago ridge,chicago heights,0.0,0.0
2671,nj,la,0.0,0.0
2672,metals,others,0.0,0.0
2673,west virginia,new york,0.0,0.0
2674,district of columbia,hawaii,0.0,0.0
2675,mn,minnesota,1.0,0.0
2676,plza,16th,0.0,0.0
2677,hawaii,nevada,0.0,0.0
2678,apparel and luggage and personal care products,engineering and research and technology based services,0.0,0.0
2679,rottweiler cross,rottweiler cross,1.0,1.0
2680,ga,georgia,1.0,0.0
2681,nebraska,new hampshire,0.0,0.0
2682,gresham - southwest gresh,w portland park,0.0,0.0
2683,thenailab,codebridge,0.0,0.0
2684,venezuela,philippines,0.0,0.0
2685,singapore,tuvalu,0.0,0.0
2686,worked without pay in own family-operated farm or business,worked for private household,0.0,0.0
2687,wk,week,1.0,0.0
2688,weapons,"assault, simple",0.0,0.0
2689,liechtensteiner,swiss,0.0,0.0
2690,ok,oklahoma,1.0,1.0
2691,hawaii,washington,0.0,0.0
2692,y08,w11a,0.0,0.0
2693,zorkasphotobeginners,sf-young-professionals-book-club,0.0,0.0
2694,ne,hn,0.0,0.0
2695,georgia,kentucky,0.0,0.0
2696,uzbekistan,poland,0.0,0.0
2697,special category request (scr),ncb,0.0,0.0
2698,zimbabwe,tajikistan,0.0,0.0
2699,oh,ohio,1.0,1.0
2700,urban,track,0.0,0.0
2701,"community and social service specialists, all other","community and social service specialists, all other*",1.0,1.0
2702,"fifa world cup stadium, gelsenkirchen",littorale,0.0,0.0
2703,real estate/property management business services - other other/not classified,real estate/property management;business services - other;other/not classified,1.0,1.0
2704,ide,nak,0.0,0.0
2705,canada,cameroon,0.0,0.0
2706,construction (f),"wholesale and retail trade, transportation and storage, accommodation and food service activities (g+h+i)",0.0,0.0
2707,self-employed wihout any employee,employer in own family-operated farm or business,0.0,0.0
2708,vermont,vt,1.0,0.0
2709,street cleaning-blvd,street cleaning-schools,0.0,0.0
2710,santiago ubersuv,armenia,0.0,0.0
2711,gresham - centennial east,reed,0.0,0.0
2712,moroccan grand prix,dutch grand prix,0.0,0.0
2713,rand,rand,1.0,1.0
2714,storage shed,social care facility,0.0,0.0
2715,idaho,maine,0.0,0.0
2716,greenland,belize,0.0,0.0
2717,quito cabify lite,quito cabify executive,0.0,0.0
2718,clavier,mezzo-soprano,0.0,0.0
2719,742,822,0.0,0.0
2720,bmu;cym;usa,hkg,0.0,0.0
2721,santiago de chile,saint-denis,0.0,0.0
2722,bridgeton,woodland park,0.0,0.0
2723,romania,united arab emirates,0.0,0.0
2724,"14,28","5,13",0.0,0.0
2725,litas,litas,1.0,1.0
2726,bf,vc,0.0,0.0
2727,ii,vi,0.0,0.0
2728,pennsylvania,montana,0.0,0.0
2729,including government services,"social and personal services"".",0.0,0.0
2730,10f,04l,0.0,0.0
2731,italy,hungary,0.0,0.0
2732,z07,y14,0.0,0.0
2733,nebraska,ne,1.0,1.0
2734,mali,equatorial guinea,0.0,0.0
2735,and,ncl,0.0,0.0
2736,313,533,0.0,0.0
2737,west virginia,virginia,0.0,1.0
2738,brb,cym,0.0,0.0
2739,battle-no change of territory,battle-no change of territory,1.0,1.0
2740,bahamas,russia,0.0,0.0
2741,level ii,level i,0.0,1.0
2742,layer 1 down,repositioning,0.0,0.0
2743,social care jobs,apprenticeships jobs,0.0,0.0
2744,manufacturing components and supplies,farming and fishing and forestry and wildlife contracting services,0.0,0.0
2745,e_d119,e_pqexp,0.0,0.0
2746,polish,argentine,0.0,0.0
2747,university park,bridlemile,0.0,0.0
2748,irl,netko,0.0,0.0
2749,law offices of edward r white pc,law offices of edward r white,1.0,1.0
2750,vp of operations,vp operations,1.0,1.0
2751,malaysian grand prix,italian grand prix,0.0,0.0
2752,land_transport_transport_via_pipelines_water_transport_air_transport_supporting_and_auxiliary_transport_activities_activities_of_travel_agencies,financial_intermediation_real_estate_renting_and_business_activities,0.0,0.0
2753,wisconsin,indiana,0.0,0.0
2754,maryland,md,1.0,0.0
2755,nc,dc,0.0,0.0
2756,hxx,p7c,0.0,0.0
2757,xof,lak,0.0,0.0
2758,chanura: general,rural conflict zone,0.0,0.0
2759,nj,new jersey,1.0,0.0
2760,hungarian,irish,0.0,0.0
2761,afg,lka,0.0,0.0
2762,auditorium,the auditorium,1.0,1.0
2763,deln,colm,0.0,0.0
2764,09067-3152,00801-5028,0.0,0.0
2765,or,oregon,1.0,1.0
2766,mar,egy,0.0,0.0
2767,pizza,donuts,0.0,0.0
2768,south africa,portugal,0.0,0.0
2769,accounting and auditing servicesbusiness services - otherfinancial services,accounting and auditing services business services - other financial services,1.0,1.0
2770,french polynesia,turkmenistan,0.0,0.0
2771,tokaj,tokaji,1.0,1.0
2772,petit basset griffon vendeen,petit basset griffon vendeen,1.0,1.0
2773,mission,presidio heights,0.0,0.0
2774,local_11,local_08,0.0,0.0
2775,philippines,french polynesia,0.0,0.0
2776,disorderly conduct,larceny,0.0,0.0
2777,mendocino,monterey-santa barbara,0.0,0.0
2778,intermediary_of,same_name_as,0.0,0.0
2779,coteaux du layon chaume,mâcon-uchizy,0.0,0.0
2780,dogue de bordeaux x,dogue de bordeaux x,1.0,1.0
2781,electronic shopping and mail-order houses,fresh and frozen seafood processing,0.0,0.0
2782,fairy,fire,0.0,0.0
2783,npl,pan,0.0,0.0
2784,gold/white,white / gold,1.0,1.0
2785,ohio,oh,1.0,1.0
2786,bermuda;isle of man,canada;united kingdom,0.0,0.0
2787,estadio castelao,luis dosal,0.0,0.0
2788,georgia,liberia,0.0,0.0
2789,l09,m01,0.0,0.0
2790,560,2,0.0,0.0
2791,dis,can,0.0,0.0
2792,natural_gas_including_lng,hard_coal,0.0,0.0
2793,972,990,0.0,0.0
2794,benin,greece,0.0,0.0
2795,t104qe,t99,0.0,0.0
2796,901,922,0.0,0.0
2797,530,630,0.0,0.0
2798,transportation_and_storage,wholesale_and_retail_trade_transportation_and_storage_accommodation_and_food_service_activities,0.0,0.0
2799,nestnairobi,ibizafrica,0.0,0.0
2800,ny,pa,0.0,0.0
2801,state price schedule,wsca/coop,0.0,0.0
2802,special project yt,cap storm bu,0.0,0.0
2803,croatia,slovenia,0.0,0.0
2804,malawi,dominican republic,0.0,0.0
2805,us,turkey,0.0,0.0
2806,pg,ce,0.0,0.0
2807,pa,ny,0.0,0.0
2808,construction (isic f),total value added,0.0,0.0
2809,district of columbia,dc,1.0,0.0
2810,la,louisiana,1.0,0.0
2811,russian rouble,russian ruble,1.0,1.0
2812,cameroon,paraguay,0.0,0.0
2813,oboe,contrabassoon,0.0,0.0
2814,bulgaria,malawi,0.0,0.0
2815,private_households_with_employed_persons_t,forestry_and_logging_02,0.0,0.0
2816,net increase/(decrease) in fair value of investments,asset valuation method,0.0,0.0
2817,nm,wv,0.0,0.0
2818,idaho,id,1.0,0.0
2819,21,hp4,0.0,0.0
2820,suriname,nigeria,0.0,0.0
2821,middle east & north africa,europe & central asia,0.0,0.0
2822,guyana,costa rica,0.0,0.0
2823,spain,honduras,0.0,0.0
2824,managed health care,drug retail,0.0,0.0
2825,tenor trombone,hyper-accordion,0.0,0.0
2826,dkk,nzd,0.0,0.0
2827,budgetary_central_government_net_operating_balance,central_bank_monetary_authorities_liabilities_included_in_the_definition_of_quasi_money,0.0,0.0
2828,barbados,libya,0.0,0.0
2829,miami,baltimore,0.0,0.0
2830,ethiopia,south sudan/aweil counties/gogrial west county/twic county,0.0,0.0
2831,pago pago,charlotte amalie,0.0,0.0
2832,mississippi,wisconsin,0.0,0.0
2833,cabernet sauvignon-malbec,teroldego,0.0,0.0
2834,not listed/not applicable,portuguese,0.0,0.0
2835,spain,san marino,0.0,0.0
2836,latvia,luxembourg,0.0,0.0
2837,members,public,0.0,0.0
2838,solomon islands,"guiana, french",0.0,0.0
2839,yemen: former democratic yemen,sudan,0.0,0.0
2840,e_notstd,e_single,0.0,0.0
2841,ovc6_1,npaw15_0,0.0,0.0
2842,grc,tgo,0.0,0.0
2843,palau,cote d'ivoire,0.0,0.0
2844,wy,ar,0.0,0.0
2845,puerto rico,pr,1.0,0.0
2846,1,18,0.0,0.0
2847,tunisia,eritrea,0.0,0.0
2848,sudan,israel,0.0,0.0
2849,brn,imn,0.0,0.0
2850,palme d'or,president's award,0.0,0.0
2851,cg,zw,0.0,0.0
2852,"north texas film critics association, us",news & documentary emmy awards,0.0,0.0
2853,montauk-group-meetup,rogers-park-library-book-discussion-group,0.0,0.0
2854,electrical systems and lighting and components and accessories and supplies,building and construction machinery and accessories,0.0,0.0
2855,ecuador,iran,0.0,0.0
2856,ohio,wyoming,0.0,0.0
2857,sierra leone,uganda,0.0,0.0
2858,mississippi,wisconsin,0.0,0.0
2859,"expenditure survey/budget survey (es/bs), 2011","core welfare indicator questionnaire survey (cwiq)/priority survey (ps), 2014",0.0,0.0
2860,poland,united republic of tanzania: mainland,0.0,0.0
2861,other_activities_isic_j_p,construction_isic_f,0.0,0.0
2862,miller county,woodbury county,0.0,0.0
2863,pakistan,albania,0.0,0.0
2864,domestic shorthair/domestic mediumhair,domestic shorthair/british shorthair,0.0,0.0
2865,fletchers/fletchers,fletchers,1.0,1.0
2866,german shepherd dog cross,german shepherd dog cross,1.0,1.0
2867,"expenditure survey/budget survey (es/bs), 2011/12","priority survey (ps), 2011",0.0,0.0
2868,idaho,virginia,0.0,0.0
2869,forint,forint,1.0,1.0
2870,samoa,sierra leone,0.0,0.0
2871,myanmar,11,0.0,0.0
2872,new age & spirituality,socializing,0.0,0.0
2873,"including government services and ngos.""","social and personal service activities"". """,0.0,0.0
2874,yemen: former yemen arab republic,croatia,0.0,0.0
2875,ida,blz,0.0,0.0
2876,nj,new jersey,1.0,0.0
2877,730,590,0.0,0.0
2878,21/09/2012,20/08/2010,0.0,0.0
2879,lgbtq-sci-fi-book-crew,foundingmoms,0.0,0.0
2880,país,barbera,0.0,0.0
2881,bra,bra,1.0,1.0
2882,canada,bosnia and herzegovina,0.0,0.0
2883,subspecies,class,0.0,0.0
2884,tx,nd,0.0,0.0
2885,i-systematic,b-trivial,0.0,0.0
2886,germany,south korea,0.0,0.0
2887,nl,nz,0.0,0.0
2888,united kingdom,kenya,0.0,0.0
2889,number of months,millions of dollars,0.0,0.0
2890,it,de,0.0,0.0
2891,tur,tur,1.0,1.0
2892,npaw11_1,alc3_0,0.0,0.0
2893,nm,new mexico,1.0,0.0
2894,west midlands,west midlands (region),1.0,1.0
2895,l,comml-3,0.0,0.0
2896,a1050000000dasp,a1050000002xxpw,0.0,0.0
2897,th,ua,0.0,0.0
2898,local_05,local_10,0.0,0.0
2899,illinois,arkansas,0.0,0.0
2900,news & documentary emmy awards,"north texas film critics association, us",0.0,0.0
2901,conc,bayf,0.0,0.0
2902,general_government_final_consumption_expenditure,gross_domestic_product_gdp,0.0,0.0
2903,"9,15",25,0.0,0.0
2904,shih-tzu cross,shih tzu cross,1.0,1.0
2905,aberdeenshire,aberdeen,1.0,1.0
2906,bailaora [flamenco dancer],daire,0.0,0.0
2907,hti,bgr,0.0,0.0
2908,"equipment, mechanical",satellite imaging services,0.0,0.0
2909,uruguay,serbia,0.0,0.0
2910,engineering and research and technology based services,apparel and luggage and personal care products,0.0,0.0
2911,cream,black,0.0,0.0
2912,household_consumption_expenditure_including_non_profit_institutions_serving_households,changes_in_inventories,0.0,0.0
2913,ca-mb ca-sb mbe mosb sb,sb wbe wosb,0.0,0.0
2914,brentwd-darlngt,eliot,0.0,0.0
2915,le castellet,monza,0.0,0.0
2916,"of-counsel, odin feldman & pittleman pc","of-counsel, odin feldman & pittleman, pc",1.0,1.0
2917,sunderland,s burlingame,0.0,0.0
2918,loin de l'oeil,ruché,0.0,0.0
2919,gender,race,0.0,0.0
2920,"includes arts, entertainment and recreation (r); other service activities (s) of isic rev. 4.",footnote,0.0,0.0
2921,or,oregon,1.0,1.0
2922,02i,18c,0.0,0.0
2923,repositioning,layer 1 down,0.0,0.0
2924,lead attorney,lead attorney,1.0,1.0
2925,md,maryland,1.0,0.0
2926,ca,me,0.0,0.0
2927,usrds,cdc children's food environment state indicator report,0.0,0.0
2928,"foster city, ca","foster city, ca 94404",1.0,1.0
2929,sporting good sales,musical instruments,0.0,0.0
2930,y01,z14a,0.0,0.0
2931,pak,kaz,0.0,0.0
2932,missense_variant,splice_donor_variant&coding_sequence_variant&intron_variant,0.0,0.0
2933,dachshund cross,dachshund cross,1.0,1.0
2934,"attorney, tocci & lee, llc","attorney, tocci & lee, llc",1.0,1.0
2935,rwanda,romania,0.0,0.0
2936,"3,9","4,9",0.0,0.0
2937,mendocino-sonoma-amador,lambrusco reggiano,0.0,0.0
2938,idr,wst,0.0,0.0
2939,czech republic,7,0.0,0.0
2940,theatre company,tenor saxophone,0.0,0.0
2941,plus: taxes on products,education,0.0,0.0
2942,special data dissemination standard (sdds),special data dissemination standard plus (sdds+),0.0,1.0
2943,gresham - powell valley,kerns,0.0,0.0
2944,kgz,cod,0.0,0.0
2945,central beaverton,irvington,0.0,0.0
2946,equatorial guinea,germany,0.0,0.0
2947,mlbr,24th,0.0,0.0
2948,tennessee,washington,0.0,0.0
2949,tz,lb,0.0,0.0
2950,y07,r2x2,0.0,0.0
2951,italy,spain,0.0,0.0
2952,minnesota,delaware,0.0,0.0
2953,australia and new zealand,sub-saharan africa,0.0,0.0
2954,kenya,united kingdom,0.0,0.0
2955,bi-weekly,hour,0.0,0.0
2956,i-no class,b-family,0.0,0.0
2957,tunisia,botswana,0.0,0.0
2958,disorderly conduct,larceny,0.0,0.0
2959,healthcare services,•   healthcare services,1.0,1.0
2960,final_consumption_expenditure,gross_capital_formation,0.0,0.0
2961,gross capital formation,exports of goods and services,0.0,0.0
2962,aa,vi,0.0,0.0
2963,sp.dyn.conu.zs,sp.dyn.conu.zs,1.0,1.0
2964,gross_capital_formation,imports_of_services,0.0,0.0
2965,hawaii,hi,1.0,0.0
2966,bridlemile,irvington,0.0,0.0
2967,agriculture_forestry_and_fishing,water_supply_sewerage_waste_management_and_remediation_activities,0.0,0.0
2968,thailand,peru,0.0,0.0
2969,"financial intermediation; real estate, renting and business activities",hotels and restaurants,0.0,0.0
2970,madison south,ashcreek,0.0,0.0
2971,california other,long island,0.0,0.0
2972,corporate immigration attorney,corp. secretary,1.0,1.0
2973,galatina,western australia,0.0,0.0
2974,02d,15l,0.0,0.0
2975,australia,germany,0.0,0.0
2976,r1x6,r2z3,0.0,0.0
2977,rhode island,pennsylvania,0.0,0.0
2978,grand roussillon,cérons,0.0,0.0
2979,geogrowth_est,expense_securitieslending,0.0,0.0
2980,fox terrier (smooth) x,fox terrier (smooth)  x,1.0,1.0
2981,tx,nh,0.0,0.0
2982,mpcmi,sahor,0.0,0.0
2983,r1x4,w12a,0.0,0.0
2984,belarus,singapore,0.0,0.0
2985,mmr,ssd,0.0,0.0
2986,wholesale_retail_trade_repair_of_motor_vehicles_motorcycles_and_personal_and_household_goods,forestry_logging_and_related_service_activities,0.0,0.0
2987,wi,wisconsin,1.0,1.0
2988,greece,el salvador,0.0,0.0
2989,benin,mongolia,0.0,0.0
2990,zimbabwe,tajikistan,0.0,0.0
2991,monaco grand prix,swiss grand prix,0.0,0.0
2992,bouvier des flandres,bouvier des flanders,1.0,1.0
2993,cruz bay,cambodia,0.0,0.0
2994,thai,jewish/kosher,0.0,0.0
2995,serbia,somalia,0.0,0.0
2996,mi,michigan,1.0,1.0
2997,college grove,rosedale,0.0,0.0
2998,e_tcash2,e_215,0.0,0.0
2999,maine,colorado,0.0,0.0
3000,robbery,rape,0.0,0.0
3001,shareholder - managing attorney,"shareholder, managing attorney",1.0,1.0
3002,np,sv,0.0,0.0
3003,roseway,homestead,0.0,0.0
3004,offenses against family,aggravated assault,0.0,0.0
3005,asicampus,orangefab,0.0,0.0
3006,ma,md,0.0,0.0
3007,paraguay,poland,0.0,0.0
