,index,w1,w2,count1,count2,total1,total2,isDuplicate
345,,Equatorial Guinea,Indonesia,403.0,414.0,81106.0,81106.0,0.0
346,318.0,RetailAdvertising and PR Services,Retail; Advertising and PR Services,5.0,1.0,22000.0,22000.0,1.0
347,,Missouri,Ohio,24.0,24.0,1224.0,1224.0,0.0
348,,4,49,29.0,1.0,320551.0,320551.0,0.0
349,,Nicaragua,Tunisia,17.0,1.0,2772.0,2772.0,0.0
350,,Pescara,Quebec,1.0,1.0,73.0,73.0,0.0
351,,Cameroon,Nauru,1519.0,1519.0,401016.0,401016.0,0.0
352,,THE NETHERLANDS,UNITED KINGDOM,1.0,114.0,1973.0,1973.0,0.0
353,,BEN,DOM,1.0,30.0,15736.0,15736.0,0.0
354,,Norway,Romania,200.0,200.0,8406.0,8406.0,0.0
355,,NEW ZEALAND,YONA,5.0,1.0,1973.0,1973.0,0.0
356,,HTML,VIDEO,3101.0,11.0,3122.0,3122.0,0.0
357,,W60,570,2.0,849.0,64618.0,64618.0,0.0
358,,20,550,13.0,1304.0,80256.0,80256.0,0.0
359,,LATVIA,ISRAEL,2870.0,4831.0,884244.0,884244.0,0.0
360,,DO,IN,1.0,1562.0,2483304.0,2483304.0,0.0
361,,Missouri,Kansas,96.0,16.0,2720.0,2720.0,0.0
362,,Seychelles,Australia,191.0,727.0,48269.0,48269.0,0.0
363,276.0,"Milwaukee, WI","Milwaukee, WI 53224",1.0,1.0,22000.0,22000.0,1.0
364,,CML A,BLDG D,1.0,1.0,198900.0,198900.0,0.0
365,3992.0,The Chugh Firm,"The Chugh Firm, APC",2.0,2.0,374362.0,374362.0,1.0
366,,Sauvignon Blanc-Semillon,Pinotage-Merlot,63.0,1.0,150930.0,150930.0,0.0
367,,connected_to,registered_address,10552.0,128311.0,364456.0,364456.0,0.0
368,,Dutch,Italian,17.0,99.0,842.0,842.0,0.0
369,,Myanmar,Honduras,1.0,1.0,269.0,269.0,0.0
370,,Fairy,Water,23.0,14.0,800.0,800.0,0.0
371,,WL1,871,3.0,645.0,80256.0,80256.0,0.0
372,,Mime,Tuba,314.0,13100.0,806179.0,806179.0,0.0
373,425.0,"Richardson, TX 75082","Richardson, TX",1.0,1.0,22000.0,22000.0,1.0
374,,Vandalism,Aggravated Assault,6960.0,2069.0,70964.0,70964.0,0.0
375,,Czech,Australian,1.0,17.0,842.0,842.0,0.0
376,,Manufactured housing,One-to-four family dwelling (other than manufactured housing),14504.0,450406.0,466566.0,466566.0,0.0
377,,AFG,MNA,1.0,1.0,269.0,269.0,0.0
378,,25,12,2.0,414.0,191325.0,191325.0,0.0
379,,ALO,DAV,1.0,1.0,842.0,842.0,0.0
380,,plus_taxes_less_subsidies_on_products,wholesale_and_retail_trade_repair_of_motor_vehicles_and_motorcycles,3322.0,1391.0,61626.0,61626.0,0.0
381,3016.0,CONNECTICUT,CT,1977.0,1612.0,374362.0,374362.0,1.0
382,,K03,K01,23.0,6.0,1420.0,1420.0,0.0
383,,CYP,USA,1.0,24.0,2031.0,2031.0,0.0
384,,Yes/No,Age-adjusted Prevalence,918.0,128577.0,403984.0,403984.0,0.0
385,,Berlin,Tshwane/Pretoria,6.0,6.0,4572.0,4572.0,0.0
386,,Fighting,Psychic,26.0,33.0,800.0,800.0,0.0
387,,SWEDEN,PAPUA NEW GUINEA,7465.0,4083.0,884244.0,884244.0,0.0
388,,842,670,2070.0,1052.0,61497.0,61497.0,0.0
389,,Trespass,Vandalism,2805.0,4411.0,61497.0,61497.0,0.0
390,,Redemption,Kiva City D.C.,3.0,10.0,779092.0,779092.0,0.0
391,,German,Irish,577.0,3238.0,399918.0,399918.0,0.0
392,,Thursday,Tuesday,3618.0,4473.0,29421.0,29421.0,0.0
393,,00680-6732,00785-1918,1.0,1.0,1351.0,1351.0,0.0
394,,CYM;WSM,CYM;ISR,2.0,4.0,24957.0,24957.0,0.0
395,,Photography,Arts & Culture,5.0,9.0,602.0,602.0,0.0
396,3139.0,Inverness-shire,Inverness-Shire,22.0,58.0,50000.0,50000.0,1.0
397,4452.0,DELAWARE,DE,699.0,682.0,374362.0,374362.0,1.0
398,,Manufacturing Components and Supplies,Farming and Fishing and Forestry and Wildlife Contracting Services,5459.0,2082.0,346018.0,346018.0,0.0
399,,E_D210,E_MMTHS,52.0,1.0,11106.0,11106.0,0.0
400,4032.0,Executive Director (Agent),Executive Director- Agent,1.0,1.0,374362.0,374362.0,1.0
401,,northeast,southeast,324.0,364.0,1338.0,1338.0,0.0
402,,APIS,Legal Research,321.0,215.0,403984.0,403984.0,0.0
403,,q22LangProfR,q22LangProfScala,1.0,1.0,452.0,452.0,0.0
404,,Forgery,Robbery,1114.0,902.0,61779.0,61779.0,0.0
405,,LENTS,DOWNTOWN,2742.0,5053.0,63279.0,63279.0,0.0
406,,Water Utilities,Brewers,1.0,1.0,505.0,505.0,0.0
407,829.0,Red & White,Red/White,136.0,329.0,82545.0,82545.0,1.0
408,,Ball Field,Dog Play Area,934.0,33.0,5494.0,5494.0,0.0
409,,HP4,21,3.0,2.0,64618.0,64618.0,0.0
410,783.0,Black/Tan/White,Black & Tan & White,53.0,134.0,82545.0,82545.0,1.0
411,,Dinwiddie County,Cabell County,1.0,1.0,910.0,910.0,0.0
412,,United Republic of Tanzania: Mainland,Panama,368.0,368.0,73646.0,73646.0,0.0
413,,recruitment consultancy jobs,accountancy jobs,1747.0,1856.0,50000.0,50000.0,0.0
414,,RUS,MMR,1519.0,1519.0,401016.0,401016.0,0.0
415,,fr,el,3344.0,301.0,85881.0,85881.0,0.0
416,,mw2255.codfw.wmnet,Zope/(2.13.16; python 2.6.8; linux2) ZServer/1.1,2.0,1.0,1781.0,1781.0,0.0
417,,Libya,Indonesia,1.0,1.0,155.0,155.0,0.0
418,,Theatre Company,Tenor Saxophone,1.0,15.0,56194.0,56194.0,0.0
419,,GRESHAM - NORTH CENTRAL,ARNOLD CREEK,7.0,44.0,64618.0,64618.0,0.0
420,,American Indian or Alaska Native,Asian,81.0,253.0,466566.0,466566.0,0.0
421,,FRMT,HAYW,238059.0,221568.0,9971582.0,9971582.0,0.0
422,,Pizza/pepperoni,Nginx (OpenBSD),3.0,1.0,1781.0,1781.0,0.0
423,,00823-6324,00820-5633,1.0,1.0,1973.0,1973.0,0.0
424,,Virginia,Guam,7386.0,5597.0,403984.0,403984.0,0.0
425,,exotic shorthair,burmese,3.0,2.0,29421.0,29421.0,0.0
426,,DEAD ANIMAL,RECYCLED METAL,5404.0,643.0,564403.0,564403.0,0.0
427,,R2X1,X12,33.0,1.0,2117.0,2117.0,0.0
428,,WOODLAWN,GRESHAM - POWELL VALLEY,701.0,2.0,82958.0,82958.0,0.0
429,,National Immunization Survey,ASHW,220.0,216.0,403984.0,403984.0,0.0
430,820.0,Fawn/White,White/Fawn,74.0,60.0,82545.0,82545.0,1.0
431,,Switzerland,USA,22.0,19.0,4572.0,4572.0,0.0
432,,395,764,13.0,3.0,10001.0,10001.0,0.0
433,,ND,DE,1.0,2.0,558.0,558.0,0.0
434,,Wisconsin,Maryland,24.0,10.0,910.0,910.0,0.0
435,,Tennessee,Illinois,34.0,30.0,910.0,910.0,0.0
436,,Gambling,Drugs,2.0,3257.0,61779.0,61779.0,0.0
437,4526.0,TENNESSEE,TN,1141.0,1069.0,374362.0,374362.0,1.0
438,,Moldova,Canada,71.0,196.0,150930.0,150930.0,0.0
439,,CA-DVBE CA-MB CA-SB CA-SBE CDVBE DBE MBE SB SBASDB SDVOSB,CA-DVBE CA-SB CA-SBE CDVBE SB SDVOSB,2.0,22.0,346018.0,346018.0,0.0
440,,XKX,BIH,1.0,1.0,269.0,269.0,0.0
441,,Rwanda,Papua New Guinea/(Bougainville),8.0,4.0,1518.0,1518.0,0.0
442,4465.0,ID,IDAHO,312.0,336.0,374362.0,374362.0,1.0
443,,Gold Derby Awards,"American Cinema Editors, USA",2.0,2.0,331.0,331.0,0.0
444,,Prague,Budapest,4859.0,2606.0,125527.0,125527.0,0.0
445,,retired hurt,obstructing the field,9.0,1.0,150460.0,150460.0,0.0
446,,Texas,Tennessee,128.0,48.0,2720.0,2720.0,0.0
447,,France,Nepal,1.0,1.0,269.0,269.0,0.0
448,601.0,IOWA,IA,69.0,104.0,374362.0,374362.0,1.0
449,,INHOUSE - RECYCLING,LITTER P/U,3352.0,71.0,564403.0,564403.0,0.0
450,,COMML-2,MIDDLE,2.0,5.0,198900.0,198900.0,0.0
451,,"1,52",76,10.0,177.0,595971.0,595971.0,0.0
452,,25,PB3,22.0,1.0,61779.0,61779.0,0.0
453,,MN,NC,34873.0,49255.0,619129.0,619129.0,0.0
454,,L,COMML-3,5.0,4.0,198900.0,198900.0,0.0
455,,South Carolina,Wyoming,24.0,24.0,1224.0,1224.0,0.0
456,156.0,Swedish Krona,Swedish krona,999.0,610.0,100048.0,100048.0,1.0
457,,Bahrain,Algeria,46.0,46.0,9234.0,9234.0,0.0
458,,Republic of Moldova,Qatar,208.0,368.0,73646.0,73646.0,0.0
459,,"5,6","16,26",54.0,1.0,223379.0,223379.0,0.0
460,,Rhode Island,Nevada,48.0,32.0,2720.0,2720.0,0.0
461,320.0,Healthcare ServicesNonprofit Charitable OrganizationsOther/Not Classified,Healthcare Services; Nonprofit Charitable Organizations; Other/Not Classified,5.0,1.0,22000.0,22000.0,1.0
462,,R1Y2,R1Z1,33.0,33.0,2117.0,2117.0,0.0
463,,Food,Well digging,10197.0,42.0,671205.0,671205.0,0.0
464,39.0,IOWA,IA,484.0,692.0,374362.0,374362.0,1.0
465,,United States,South Carolina,2568.0,7779.0,403984.0,403984.0,0.0
466,,209,012D,10.0,16.0,198900.0,198900.0,0.0
467,75.0,NORTH DAKOTA,ND,92.0,142.0,374362.0,374362.0,1.0
468,,Local_12,Local_09,4.0,2.0,425.0,425.0,0.0
469,,footnote_SeqID,Nicaragua,22.0,622.0,100048.0,100048.0,0.0
470,,NYSSingles,LibraNetworkNY,11.0,1.0,5807.0,5807.0,0.0
471,,KS,NM,26.0,26.0,11106.0,11106.0,0.0
472,,construction,public_administration_and_defence_compulsory_social_security,10852.0,9937.0,223379.0,223379.0,0.0
473,,Oporto,Krakow,1580.0,1354.0,125527.0,125527.0,0.0
474,,gross_fixed_capital_formation,general_government_final_consumption_expenditure,14008.0,14224.0,188939.0,188939.0,0.0
475,,Phone,Request for Dispute Assistance,643806.0,382.0,943111.0,943111.0,0.0
476,,Public Utilities Commission,"Victim Compensation and Government Claims Board, California",857.0,272.0,346018.0,346018.0,0.0
477,,Quito Cabify Executive,Salta Remis,88.0,1.0,90287.0,90287.0,0.0
478,,Third Party (Remote),Employee,57.0,179.0,425.0,425.0,0.0
479,,Native Hawaiian or Other Pacific Islander,Black or African American,9.0,21.0,466566.0,466566.0,0.0
480,,LKOS - MOUNTAIN PARK,BEAVERTON - FIVE OAKS,1.0,1.0,59853.0,59853.0,0.0
481,,NORTH TABOR,MT TABOR,670.0,758.0,82958.0,82958.0,0.0
482,,Mauritius,Poland,368.0,368.0,73645.0,73645.0,0.0
483,,FTVL,ASHB,86874.0,71511.0,3313625.0,3313625.0,0.0
484,,Connecticut,Ohio,195.0,426.0,10621.0,10621.0,0.0
485,,"5,7",9,11.0,1.0,258.0,258.0,0.0
486,,AU,CA,2.0,5.0,3122.0,3122.0,0.0
487,3891.0,Senior Counsel,Sr. Counsel,157.0,321.0,374362.0,374362.0,1.0
488,,American Indian or Alaska Native,Male,11163.0,47075.0,403984.0,403984.0,0.0
489,,Less: Subsidies on products,Administrative and support service activities,1980.0,894.0,61626.0,61626.0,0.0
490,,CNY,UAH,125.0,963.0,671205.0,671205.0,0.0
491,,W51,981,1.0,766.0,63279.0,63279.0,0.0
492,2912.0,Hour,hr,7619.0,726.0,374362.0,374362.0,1.0
493,,Rwanda,Morocco,5.0,14.0,2772.0,2772.0,0.0
494,669.0,VIRGINIA,VA,2734.0,5284.0,374362.0,374362.0,1.0
495,,Layer 3 Down,Layer 2 Up,142.0,203.0,1055.0,1055.0,0.0
496,3898.0,Senior Paralegal,SENIOR PARALEGAL,216.0,1.0,374362.0,374362.0,1.0
497,,Slovakia,Switzerland,3.0,4.0,150930.0,150930.0,0.0
498,993.0,St. Paul,St Paul,1.0,1.0,558.0,558.0,1.0
499,,DWRW,HILLSIDE,1.0,59.0,61497.0,61497.0,0.0
500,,W07,Y11a,33.0,3.0,2117.0,2117.0,0.0
501,,LAKE,UCTY,236214.0,181273.0,9971582.0,9971582.0,0.0
502,,Dominican Republic,Tanzania,1.0,1.0,155.0,155.0,0.0
503,,Awareness Campaigns,"Equipment, Transportation",688.0,4497.0,151623.0,151623.0,0.0
504,,Rwanda,Nigeria,829.0,203.0,68023.0,68023.0,0.0
505,,El Salvador,Turkmenistan,1357.0,19.0,151623.0,151623.0,0.0
506,,G,E,120.0,8151.0,42958.0,42958.0,0.0
507,,HILLSDALE,ELIOT,229.0,933.0,61497.0,61497.0,0.0
508,,HK,CA,82.0,3275.0,63465.0,63465.0,0.0
509,,Kentucky,Michigan,4026.0,16661.0,359836.0,359836.0,0.0
510,,120,20,9.0,8.0,73590.0,73590.0,0.0
511,,Japan,Chad,620.0,2.0,59228.0,59228.0,0.0
512,3925.0,"ASSOCIATE, ATTORNEY AT LAW","Associate, Attorney at Law",2.0,76.0,374362.0,374362.0,1.0
513,,CT,VT,26.0,26.0,11106.0,11106.0,0.0
514,,Prostitution,"Assault, Simple",226.0,4005.0,61281.0,61281.0,0.0
515,,LTU,VUT,1519.0,1519.0,401016.0,401016.0,0.0
516,,R1Y5,Y16,33.0,33.0,2117.0,2117.0,0.0
517,,ST JOHNS,GRESHAM - DOWNTOWN,1484.0,2.0,64618.0,64618.0,0.0
518,,Runaway,Sex Offenses,2051.0,527.0,73590.0,73590.0,0.0
519,,Community & Environment,Fashion & Beauty,20.0,4.0,602.0,602.0,0.0
520,,Slovenia,Denmark,234.0,414.0,81106.0,81106.0,0.0
521,,general_government_final_consumption_expenditure,gross_fixed_capital_formation,14224.0,14008.0,188939.0,188939.0,0.0
522,,Group D,Group H,48.0,30.0,4572.0,4572.0,0.0
523,,Robbery,Rape,846.0,206.0,61497.0,61497.0,0.0
524,4092.0,MANAGER,Manager,9.0,4.0,374362.0,374362.0,1.0
525,651.0,OREGON,OR,225.0,334.0,374362.0,374362.0,1.0
526,,OR,CT,32.0,64.0,2720.0,2720.0,0.0
527,,Liquor Laws,Forgery,2268.0,578.0,61497.0,61497.0,0.0
528,,1990,2010,2.0,28.0,1518.0,1518.0,0.0
529,,CATEGORY 2,Dog (New),1058.0,927.0,158026.0,158026.0,0.0
530,,CONC,SHAY,1.0,1.0,46.0,46.0,0.0
531,,841,161,317.0,47.0,63279.0,63279.0,0.0
532,,CA,AU,5.0,2.0,3122.0,3122.0,0.0
533,,I-NO CLASS,B-IDENTIFIER,6.0,513.0,571153.0,571153.0,0.0
534,,East Asia & Pacific,Sub-Saharan Africa,37.0,48.0,263.0,263.0,0.0
535,,00960-2300,00765-0000,1.0,1.0,1351.0,1351.0,0.0
536,,GIN,VUT,8.0,1.0,2772.0,2772.0,0.0
537,501.0,Slovak koruna,Slovak Koruna,717.0,750.0,227092.0,227092.0,1.0
538,,Latvia,Panama,1629.0,1236.0,215337.0,215337.0,0.0
539,,"Macedonia, FYR",Puerto Rico,1519.0,1519.0,401016.0,401016.0,0.0
540,,Niger,United Kingdom,558.0,2757.0,151623.0,151623.0,0.0
541,,Fiscal year ending 30 September,Fiscal year beginning 1 July,68.0,4787.0,320551.0,320551.0,0.0
542,3800.0,Wirehaired Terrier,Wire Hair Terrier,4.0,3.0,82545.0,82545.0,1.0
543,,NPL,TEA,1519.0,1519.0,401016.0,401016.0,0.0
544,,Individual consumption expenditure,Exports of goods and services,5282.0,14435.0,188939.0,188939.0,0.0
545,,Switzerland,Bulgaria,7.0,141.0,129971.0,129971.0,0.0
546,,22B,06B,158.0,2645.0,399918.0,399918.0,0.0
547,,Congo,"Korea, Dem.Ppl's.Rep.",3520.0,3591.0,1189482.0,1189482.0,0.0
548,,Pennsylvania,Louisiana,7386.0,7386.0,403984.0,403984.0,0.0
549,,splice_acceptor_variant&intron_variant,splice_acceptor_variant&coding_sequence_variant,6.0,6.0,65188.0,65188.0,0.0
550,,Bahrain,"Iran, Islamic Republic of",414.0,414.0,80583.0,80583.0,0.0
551,,GRESHAM - MT. HOOD,HOMESTEAD,1.0,311.0,80256.0,80256.0,0.0
552,,Seedstars,BongoHive,3248.0,1698.0,24933.0,24933.0,0.0
553,,BMU;NOR,CYM;GTM,22.0,8.0,24957.0,24957.0,0.0
554,,Special Financing,Montreal Protocol,1328.0,82.0,151623.0,151623.0,0.0
555,,Video Artist,Sing-Along,12.0,2767.0,806179.0,806179.0,0.0
556,,"Iran, Islamic Republic of",Qatar,46.0,46.0,9234.0,9234.0,0.0
557,,SELLWD-MORELAND,PIEDMONT,745.0,483.0,63279.0,63279.0,0.0
558,,Portugal,Georgia,1519.0,1519.0,401016.0,401016.0,0.0
559,,domestic shorthair/domestic mediumhair,domestic shorthair/british shorthair,1.0,1.0,29421.0,29421.0,0.0
560,21.0,CALIFORNIA,CA,21534.0,36103.0,374362.0,374362.0,1.0
561,2978.0,Transmontano,Transmontanas,3.0,2.0,150930.0,150930.0,1.0
562,,Indonesia,Liberia,196.0,19.0,15736.0,15736.0,0.0
563,613.0,LOUISIANA,LA,205.0,367.0,374362.0,374362.0,1.0
564,,Mozambique,Bosnia and Herzegovina,11.0,1.0,2772.0,2772.0,0.0
565,,Amanda,KCFCC Award,2.0,6.0,331.0,331.0,0.0
566,,QA,RO,1.0,1134.0,151623.0,151623.0,0.0
567,825.0,Sable/Tan,Tan & Sable,9.0,23.0,82545.0,82545.0,1.0
568,,Prep,Starting,30.0,1.0,1055.0,1055.0,0.0
569,,24,"18,32",258.0,1.0,595971.0,595971.0,0.0
570,,Plan members covered by Social Security,Plan members not covered by Social Security,1984.0,688.0,2720.0,2720.0,0.0
571,,Monti Lessini,Conca de Barberà,2.0,15.0,129971.0,129971.0,0.0
572,,Games,Sewing,238.0,8414.0,671205.0,671205.0,0.0
573,,cn,ms,468.0,24.0,85881.0,85881.0,0.0
574,,Australia,Turks and Caicos Islands,1.0,1.0,269.0,269.0,0.0
575,20.0,CA,CALIFORNIA,36103.0,21534.0,374362.0,374362.0,1.0
576,4468.0,INDIANA,IN,1461.0,1417.0,374362.0,374362.0,1.0
577,,Local365 ($80 plus tax),Semester Membership (Austin B-cycle),4005.0,2426.0,649231.0,649231.0,0.0
578,365.0,Retail;Telecommunications Services;Advertising and PR Services,RetailTelecommunications ServicesAdvertising and PR Services,1.0,2.0,22000.0,22000.0,1.0
579,,Estonia,Malta,1.0,1.0,269.0,269.0,0.0
580,,96799-6288,96799-5380,1.0,1.0,1973.0,1973.0,0.0
581,,Public Works,Hazardous Activities,4791.0,296.0,346018.0,346018.0,0.0
582,,N,A,28.0,2185.0,374362.0,374362.0,0.0
583,,Malta;United Kingdom,Latvia,1.0,1.0,2031.0,2031.0,0.0
584,,Connecticut,New York,64.0,112.0,2720.0,2720.0,0.0
585,,Former Sudan,French Polynesia,304.0,368.0,73646.0,73646.0,0.0
586,,Portugal,Lithuania,1.0,1.0,155.0,155.0,0.0
587,,Malta,Estonia,1.0,1.0,269.0,269.0,0.0
588,,Quito Cabify Executive,Quito Cabify Lite,88.0,400.0,32366.0,32366.0,0.0
589,38.0,IA,IOWA,692.0,484.0,374362.0,374362.0,1.0
590,,Mongolia,Cayman Islands,641.0,182.0,215337.0,215337.0,0.0
591,,Weather,Symptom,413034.0,1134267.0,2483304.0,2483304.0,0.0
592,,Asian,Native Hawaiian or Other Pacific Islander,7.0,23.0,466566.0,466566.0,0.0
593,,CO,CA,80.0,240.0,2720.0,2720.0,0.0
594,,Thrifts & Mortgage Finance,Tobacco,1.0,3.0,505.0,505.0,0.0
595,,J07,U05,27.0,8.0,1420.0,1420.0,0.0
596,,public_administration_and_defence_education_human_health_and_social_work_activities,wholesale_and_retail_trade_transportation_and_storage_accommodation_and_food_service_activities,2540.0,2649.0,61626.0,61626.0,0.0
597,,Chennai,Chandigarh,48.0,46.0,636.0,636.0,0.0
598,,ABW,FSM,1.0,1.0,269.0,269.0,0.0
599,,Unknown Cat,Intact Female Kitten,556.0,3180.0,29421.0,29421.0,0.0
600,209.0,Estonian kroon,Estonian Kroon,208.0,330.0,100048.0,100048.0,1.0
601,,E_PEOTH,E_BUS,3.0,34.0,11106.0,11106.0,0.0
602,,W PORTLAND PARK,GRESHAM - SOUTHWEST GRESH,201.0,1.0,82958.0,82958.0,0.0
603,,ORB,ZET,1437.0,1665.0,610676.0,610676.0,0.0
604,,19,36,46.0,6.0,191325.0,191325.0,0.0
605,,Kyrgyz Republic,Somalia,1519.0,1519.0,401016.0,401016.0,0.0
606,,CP,CG,3.0,39.0,24957.0,24957.0,0.0
607,269.0,Retail Advertising and PR Services Business Services - Other,RetailAdvertising and PR ServicesBusiness Services - Other,8.0,36.0,22000.0,22000.0,1.0
608,,Stolen Property,Liquor Laws,72.0,3288.0,64618.0,64618.0,0.0
609,,Hungary,Albania,414.0,409.0,81106.0,81106.0,0.0
610,,BRFSS,"Birth Certificate, NVSS",299921.0,52.0,403984.0,403984.0,0.0
611,,NE,MO,15.0,15.0,626.0,626.0,0.0
612,3960.0,Attorney for M. Reza Mizani MD PA,"ATTORNEY FOR M. REZA MIZANI, M.D., P.A.",1.0,1.0,374362.0,374362.0,1.0
613,,SFIA,WARM,1.0,1.0,46.0,46.0,0.0
614,,"Integrated household survey (IHS), 1995","Income survey (IS), 2014",1.0,1.0,263.0,263.0,0.0
615,,982,162,946.0,99.0,73590.0,73590.0,0.0
616,,Bagels/Pretzels,Korean,2795.0,5168.0,399918.0,399918.0,0.0
617,,Electronic equipment assemblers,Papermaking plant operators,27.0,5.0,41544.0,41544.0,0.0
618,,Health,Defence,4578.0,3687.0,48269.0,48269.0,0.0
619,,japanese bobtail,turkish angora,10.0,5.0,29421.0,29421.0,0.0
620,,Iraq,Luxembourg,412.0,414.0,81106.0,81106.0,0.0
621,4128.0,"PARALEGAL, LLM, LLMC","Paralegal, LLM, LLMC",2.0,1.0,374362.0,374362.0,1.0
622,,B,A,17.0,22.0,45.0,45.0,0.0
623,,Movement Director,Suona,6.0,46.0,806179.0,806179.0,0.0
624,,510,931,992.0,668.0,61779.0,61779.0,0.0
625,,a1050000006TkeK,a1050000000wfdB,1.0,94.0,4861.0,4861.0,0.0
626,,"6,8","6,16",1.0,4.0,191325.0,191325.0,0.0
627,,Pk,Bl,128.0,3555.0,198900.0,198900.0,0.0
628,2768.0,Festival Hall,Festival Theater,22.0,1.0,21607.0,21607.0,1.0
629,,AfterWork-Theater,Healthcare-Businesswomens-Association-SF-Bay-Area-Chapter,2.0,1.0,5807.0,5807.0,0.0
630,2919.0,bi,Bi-Weekly,5.0,23.0,374362.0,374362.0,1.0
631,,6,"5,1",3.0,16.0,258.0,258.0,0.0
632,,SST,PLW,1519.0,1519.0,401016.0,401016.0,0.0
633,,NGA;USA,CHE,1.0,5.0,2031.0,2031.0,0.0
634,,mining_and_quarrying,memorandum_item_fisim_if_distributed_to_uses,1208.0,127.0,68023.0,68023.0,0.0
635,,BALB,CONC,238171.0,216652.0,9971582.0,9971582.0,0.0
636,,"1,10","1,32",4.0,12.0,227092.0,227092.0,0.0
637,,India,Zambia,11237.0,784.0,671205.0,671205.0,0.0
638,,public_administration_and_defence_compulsory_social_security,construction,9937.0,10852.0,223379.0,223379.0,0.0
639,,San Francisco,North Chicago,1.0,1.0,13.0,13.0,0.0
640,,B-ABBREVIATION,I-TRIVIAL,4059.0,1139.0,571153.0,571153.0,0.0
641,,SOUTH TABOR,REED,684.0,283.0,70964.0,70964.0,0.0
642,,PORTSMOUTH,RICHMOND,1030.0,881.0,73590.0,73590.0,0.0
643,,06F,04M,7692.0,9016.0,399918.0,399918.0,0.0
644,,TUR,VGB,54.0,632.0,59228.0,59228.0,0.0
645,,KGZ,COD,412.0,35.0,15736.0,15736.0,0.0
646,4011.0,Cowan Miller and Lederman,Cowan Miller & Lederman,1.0,5.0,374362.0,374362.0,1.0
647,2907.0,Centre-est,Centre-Est,1.0,2.0,2772.0,2772.0,1.0
648,,Intact Female Kitten,Unknown Cat,3180.0,556.0,29421.0,29421.0,0.0
649,,Brewers,Water Utilities,1.0,1.0,505.0,505.0,0.0
650,,MALI,IRAQ,2.0,3.0,374362.0,374362.0,0.0
651,,Disability,Reproductive Health,55.0,1735.0,403984.0,403984.0,0.0
652,,860,871,514.0,504.0,63279.0,63279.0,0.0
653,2838.0,writing,write,311.0,2.0,31212.0,31212.0,1.0
654,,Riverland,Chinon,6.0,81.0,150930.0,150930.0,0.0
655,403.0,"Warren, IL","Warren, IL 60064",1.0,3.0,22000.0,22000.0,1.0
656,,private_households_with_employed_persons_p,public_administration_and_defense_compulsory_social_security_l,19964.0,40175.0,595971.0,595971.0,0.0
657,,VERNON,KING,174.0,754.0,61779.0,61779.0,0.0
658,,North America,Sub-Saharan Africa,2.0,38.0,157.0,157.0,0.0
659,,specimen; video observation,literature,1.0,815.0,513373.0,513373.0,0.0
660,,N,Y,1552.0,1590.0,374362.0,374362.0,0.0
661,,BEAUMONT-WILSHR,HAYDEN ISLAND,183.0,633.0,61497.0,61497.0,0.0
662,,Greater Dandenong City Council,Macedon Ranges Shire Council,314.0,46.0,34857.0,34857.0,0.0
663,,Mexico,Canada,1.0,3.0,73.0,73.0,0.0
664,,CATEGORY 2,Cat (Standard),2676.0,372.0,158026.0,158026.0,0.0
665,,Subsistence Agriculture,MESP,8247.0,125.0,779092.0,779092.0,0.0
666,,Myanmar,Barbados,15.0,1.0,2772.0,2772.0,0.0
667,2799.0,Strategic Development,Strategic development,7.0,10923.0,165808.0,165808.0,1.0
668,,Organic Agriculture,Education,712.0,1828.0,779092.0,779092.0,0.0
669,,Colorado,Oregon,80.0,32.0,2720.0,2720.0,0.0
670,703.0,Brown & Silver,Brown/Silver,1.0,3.0,82545.0,82545.0,1.0
671,,ARDENWALD,PORTSMOUTH,23.0,878.0,61281.0,61281.0,0.0
672,,Seattle,North Dakota,16.0,32.0,2720.0,2720.0,0.0
673,,Czech Republic,Brazil,1.0,26.0,4572.0,4572.0,0.0
674,3494.0,Jack Russell Terrier X,Jack Russell TerrierX,902.0,763.0,82545.0,82545.0,1.0
675,,"Tailors, dressmakers and hatters",Industrial engineers,89.0,2.0,41544.0,41544.0,0.0
676,,Czech Republic,Bulgaria,193.0,156.0,8406.0,8406.0,0.0
677,,MONT,COLS,1.0,1.0,46.0,46.0,0.0
678,,Zimbabwe,Tajikistan,42.0,454.0,15736.0,15736.0,0.0
679,4394.0,Spiritual Awareness,spiritual awareness and spiritual awareness events,1.0,1.0,31212.0,31212.0,1.0
680,,severely endangered,definitely endangered,434.0,585.0,23243.0,23243.0,0.0
681,23.0,COLORADO,CO,835.0,1390.0,374362.0,374362.0,1.0
682,4142.0,Partner of the Firm,"Partner, Baird Holm LLP",6.0,1.0,374362.0,374362.0,1.0
683,,strategy consultancy jobs,security safety jobs,785.0,660.0,50000.0,50000.0,0.0
684,,Prostitution,Curfew,463.0,210.0,73590.0,73590.0,0.0
685,,Washington,Florida,64.0,16.0,2720.0,2720.0,0.0
686,,IN,UT,32.0,32.0,2720.0,2720.0,0.0
687,,Plus: (Other functions),Economic affairs,1440.0,4331.0,48269.0,48269.0,0.0
688,,VDG,BOU,1.0,1.0,842.0,842.0,0.0
689,,kerosene_type_jet_fuel,additives_and_oxygenates,34558.0,3018.0,1189482.0,1189482.0,0.0
690,,Souvenir Sales,Education provider,180.0,4401.0,671205.0,671205.0,0.0
